IdPasajero,PlanetaOrigen,SuenoCriogenico,Cabina,Destino,Edad,ServicioVIP,ServicioHabitacion,Cafeteria,CentroComercial,Spa,CubiertaVR,Transportado,Iniciales
2IPEVSFW,Earth,False,G/1433/S,PSO J318.5-22,1.0,False,0.0,0.0,0.0,0.0,0.0,True,ZIV
2IX3DFKB,Earth,False,F/523/P,TRAPPIST-1e,32.0,False,238.0,156.0,3.0,2.0,324.0,False,MOX
2J1BQO6D,Earth,,G/230/S,55 Cancri e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,TKK
2J50PYKU,Europa,False,A/89/P,TRAPPIST-1e,33.0,False,0.0,739.0,0.0,140.0,6901.0,False,UGK
2JF07MM8,Mars,True,F/1347/S,55 Cancri e,30.0,False,0.0,0.0,,0.0,0.0,True,OJB
2JT2YBU9,Europa,True,C/263/S,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,True,AAI
2JTSRJP8,Mars,False,F/124/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,OII
2JY80TL1,Europa,False,B/202/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,YYE
2JZHT99Q,Earth,False,E/383/P,TRAPPIST-1e,24.0,False,718.0,0.0,265.0,302.0,384.0,False,HWI
2K2A2I9P,Mars,True,F/660/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,BIP
2K2TGHQK,Earth,False,F/1337/P,55 Cancri e,28.0,False,,728.0,0.0,0.0,82.0,True,WOF
2K2ZRKX2,Earth,True,G/102/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,False,WYY
2K4ZVMNE,Europa,True,A/106/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,MYN
2KB1V0S3,Earth,True,G/438/S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,PPI
2KCOE2J7,Earth,True,G/737/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False,TMP
2KDOK98F,Europa,False,C/167/S,55 Cancri e,54.0,False,0.0,559.0,0.0,15238.0,2799.0,False,WSR
2KLBWOO0,Mars,False,F/1404/P,PSO J318.5-22,30.0,False,51.0,0.0,1373.0,0.0,5.0,True,JVI
2KR3WPH6,Earth,False,G/1334/S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,WSV
2L07Q0VF,Europa,True,B/347/S,55 Cancri e,53.0,False,0.0,0.0,,0.0,0.0,True,JNW
2L6XERT0,Mars,False,E/252/S,TRAPPIST-1e,38.0,True,,0.0,1355.0,0.0,0.0,False,LHT
2LC89EIA,Europa,False,C/157/P,55 Cancri e,29.0,True,530.0,418.0,0.0,,9129.0,False,PPZ
2LI5WJUY,Europa,True,C/220/S,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,AND
2LR9I7UJ,Earth,True,G/189/P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,MKB
2LXBTUV0,Mars,True,E/258/P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,False,PIS
2LYSM94E,Mars,False,F/299/P,TRAPPIST-1e,20.0,False,539.0,1269.0,38.0,0.0,0.0,True,JST
2MTWHBKT,Earth,False,F/1585/P,55 Cancri e,48.0,False,0.0,172.0,115.0,1.0,645.0,False,ALH
2MZVJKMH,Mars,True,F/217/P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,TTF
2N0ZJXJQ,Europa,False,C/55/P,TRAPPIST-1e,33.0,True,0.0,7139.0,22.0,0.0,553.0,True,KPK
2N5RFYKB,Earth,False,G/1214/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,908.0,False,QME
2N6CFDTY,Mars,True,D/162/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,XXB
2N77ZANU,Earth,False,G/1295/P,PSO J318.5-22,25.0,False,153.0,0.0,0.0,388.0,0.0,False,TUD
2NJFRJ23,Mars,False,E/475/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,ZBW
2NKNQWDT,Europa,True,B/41/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,TYH
2NV914I5,Earth,True,G/829/P,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,True,KHE
2OEXMYX2,Earth,False,G/253/P,TRAPPIST-1e,,False,0.0,3.0,0.0,2.0,923.0,True,DTI
2OFLYQP0,Europa,False,B/136/S,55 Cancri e,50.0,False,4.0,217.0,0.0,2581.0,436.0,False,JOC
2OUSB8FU,Earth,False,F/413/S,PSO J318.5-22,45.0,False,0.0,0.0,734.0,3.0,5.0,True,ZIB
2P0B9JFI,Earth,False,F/368/S,TRAPPIST-1e,47.0,False,7.0,877.0,17.0,0.0,0.0,False,ESO
2P3NZ3M5,Mars,False,D/6/S,TRAPPIST-1e,38.0,False,3414.0,0.0,161.0,28.0,119.0,False,CUK
2P63HDU4,Earth,False,G/202/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,BTW
2PCFJ96U,Europa,False,E/349/P,55 Cancri e,72.0,False,2445.0,3023.0,0.0,704.0,20.0,False,CTG
2PNYFNXD,Mars,True,,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,FMG
2PRFX6NS,Mars,True,F/1550/P,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,True,XSK
2Q6EAWDS,Europa,False,D/251/P,55 Cancri e,39.0,False,2.0,15450.0,336.0,1.0,904.0,True,IYN
2QFVVW87,Earth,True,G/1357/P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,QHI
2QNGV3DI,Europa,False,A/68/P,55 Cancri e,42.0,False,1751.0,516.0,0.0,12.0,672.0,False,QPI
2QTCP39B,Mars,True,F/337/S,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,IWN
2QTKB3W2,Earth,False,G/163/S,TRAPPIST-1e,47.0,False,0.0,306.0,84.0,499.0,0.0,False,ZME
2R34USOJ,Earth,False,F/133/S,TRAPPIST-1e,23.0,False,139.0,0.0,1.0,152.0,354.0,True,MDT
2R4EQG7G,Earth,False,E/427/P,PSO J318.5-22,24.0,False,61.0,0.0,0.0,0.0,1495.0,False,WOL
2RBEDUY0,Earth,True,G/890/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,ASS
2RD22FR9,Europa,False,C/216/S,TRAPPIST-1e,35.0,False,0.0,7636.0,0.0,353.0,705.0,True,LUU
2RJO3XGW,Europa,True,B/144/P,55 Cancri e,31.0,True,0.0,0.0,0.0,0.0,0.0,True,XRO
2RKHJQYH,Earth,True,G/603/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,HEQ
2RL5VM0V,Earth,False,F/808/P,TRAPPIST-1e,18.0,False,95.0,0.0,0.0,13.0,622.0,False,TFY
2RLGQ0L4,Europa,True,C/21/P,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,ECB
2RPT2VYN,Earth,True,G/1067/P,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,CTT
2RROZGO1,Earth,False,G/897/P,TRAPPIST-1e,23.0,False,765.0,5.0,0.0,0.0,0.0,False,ZQX
2S84UF22,Earth,False,F/1719/S,55 Cancri e,34.0,False,0.0,0.0,717.0,0.0,0.0,True,BPO
2SD8IZC2,Europa,True,C/296/S,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,,0.0,True,TDQ
2SEBX3UZ,,False,F/1099/P,TRAPPIST-1e,27.0,False,0.0,45.0,225.0,14.0,519.0,False,RAU
2SM9M7TA,Mars,False,F/1711/P,TRAPPIST-1e,65.0,False,1399.0,0.0,0.0,0.0,0.0,False,XDJ
2SMPLI4K,Mars,True,F/1325/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,FVG
2SROR7V2,Earth,False,G/207/S,TRAPPIST-1e,21.0,False,0.0,39.0,0.0,310.0,539.0,False,CYL
2T5SL2NP,Mars,False,D/132/P,TRAPPIST-1e,60.0,True,2739.0,0.0,0.0,0.0,0.0,False,MKT
2TB8285U,Europa,True,B/330/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,IGX
2TCDEDIS,Earth,False,E/488/S,TRAPPIST-1e,39.0,False,2.0,0.0,0.0,2.0,787.0,False,HXL
2TCRVQED,Europa,True,C/133/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,HHT
2TG3EMRH,Earth,False,F/481/S,TRAPPIST-1e,25.0,False,64.0,0.0,0.0,660.0,0.0,False,NUT
2TGLMAQY,Earth,False,F/341/P,TRAPPIST-1e,15.0,False,320.0,36.0,5.0,0.0,640.0,False,TNB
2TIA9TBJ,,True,F/915/S,TRAPPIST-1e,36.0,False,0.0,0.0,,0.0,0.0,True,FPH
2TX20IK7,Europa,False,B/32/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,WHG
2TY64B3D,Earth,True,G/1322/S,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,UYL
2TZBF20C,Earth,False,G/576/P,TRAPPIST-1e,19.0,False,122.0,170.0,52.0,0.0,465.0,False,KZE
2U2KAEAG,Europa,False,A/75/S,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,True,WBK
2U378ZRI,Earth,True,G/1287/P,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,True,APR
2U63JUUD,Earth,True,G/843/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,False,ELM
2UB9QFUT,Earth,False,E/23/P,TRAPPIST-1e,18.0,False,391.0,44.0,356.0,0.0,0.0,False,EGH
2UR5X4IP,,True,G/788/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,VJL
2UZLX5OZ,Earth,False,G/1160/S,PSO J318.5-22,63.0,False,526.0,2.0,0.0,0.0,0.0,False,SNL
2V5DBC4J,Europa,True,E/317/P,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,True,ZKP
2V5H41Q0,Earth,True,G/174/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,AMG
2V79OFJU,Earth,True,,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,OCS
2V9RC1LN,Earth,False,G/475/S,TRAPPIST-1e,66.0,False,1187.0,1.0,,6.0,0.0,False,JTX
2VGC9U31,Earth,True,G/684/P,55 Cancri e,15.0,,0.0,0.0,0.0,0.0,0.0,False,SVU
2VLUCWW0,Earth,False,F/1208/S,TRAPPIST-1e,13.0,False,898.0,0.0,0.0,,24.0,False,VMD
2VP343D6,Europa,True,C/222/S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,TTG
2VSP7329,Europa,False,D/81/S,TRAPPIST-1e,36.0,False,0.0,4756.0,0.0,7818.0,96.0,False,QVG
2VZAUIH7,Mars,True,F/725/P,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,HWC
2W1BBM8D,Earth,False,G/1481/S,TRAPPIST-1e,24.0,False,0.0,0.0,807.0,0.0,2.0,False,OOD
2W2ETMRL,Earth,False,G/439/S,55 Cancri e,15.0,False,254.0,0.0,10.0,180.0,0.0,False,CZW
2W5EI20G,Earth,False,F/696/P,55 Cancri e,23.0,False,664.0,17.0,0.0,0.0,,False,FQW
2WBZRZYD,Europa,False,B/153/P,TRAPPIST-1e,62.0,True,0.0,1633.0,0.0,1742.0,0.0,True,PZG
2WG87NUH,Europa,True,C/227/S,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,FEJ
2WS8MBIW,Europa,False,D/288/P,TRAPPIST-1e,33.0,False,0.0,1876.0,0.0,1432.0,14.0,False,PEH
2WXZDBAD,Mars,False,F/729/S,TRAPPIST-1e,13.0,False,1008.0,667.0,8.0,0.0,,False,BKX
2XG1RENE,Mars,True,F/1161/P,55 Cancri e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,NDH
2XGOY3C1,Earth,True,G/23/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,WWO
2XLOQ5HH,Mars,False,F/568/P,,31.0,False,1511.0,0.0,310.0,0.0,0.0,False,AMF
2XLOWMRF,Europa,False,C/103/S,TRAPPIST-1e,42.0,False,0.0,802.0,0.0,2622.0,671.0,False,UYM
2XRLPKZM,Europa,False,B/158/P,,50.0,False,0.0,1338.0,0.0,40.0,6178.0,False,UFV
2XYYGF9T,Earth,True,G/383/S,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,,0.0,False,KPV
2Y16FXF1,,False,E/482/S,TRAPPIST-1e,21.0,False,1046.0,1.0,0.0,1.0,0.0,False,DNW
2Y22XJFZ,Earth,True,,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,False,FKO
2YKD5FU3,Earth,True,G/821/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,SZT
2YLYOQEP,Europa,True,B/27/S,55 Cancri e,54.0,False,0.0,0.0,0.0,0.0,0.0,True,MED
2YMQCPBD,Earth,True,G/839/P,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,RVJ
2YPM0DZ7,Mars,False,E/13/S,TRAPPIST-1e,16.0,False,915.0,0.0,221.0,234.0,0.0,False,EWC
2YSTOTXH,Mars,True,F/435/P,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,,0.0,True,ATH
2ZHQGRLM,Earth,True,G/691/P,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,True,GDG
2ZRIOW0J,Mars,False,E/357/P,TRAPPIST-1e,22.0,False,1035.0,0.0,264.0,0.0,0.0,False,GZN
2ZSNEBJS,Earth,False,E/326/P,TRAPPIST-1e,46.0,False,1.0,0.0,898.0,0.0,96.0,True,UKI
2ZURNS8B,Mars,False,F/211/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,TJF
2ZWUC0NY,Earth,False,F/1559/P,TRAPPIST-1e,58.0,False,1366.0,257.0,0.0,0.0,311.0,False,NOX
2ZXKMNB1,Earth,True,G/129/S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,False,XTM
305WCVPC,Earth,False,E/105/P,TRAPPIST-1e,40.0,False,813.0,0.0,473.0,236.0,0.0,True,QFM
308LOUWK,Earth,False,G/1300/S,PSO J318.5-22,30.0,False,0.0,34.0,143.0,275.0,0.0,False,CRL
309NFJ9J,Mars,True,F/29/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,UYS
309YDN46,Earth,True,G/89/S,TRAPPIST-1e,19.0,False,0.0,0.0,,0.0,,False,KXT
30LXVMN8,Earth,True,G/1430/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,PXM
30XDSRPA,Earth,False,G/1460/S,PSO J318.5-22,27.0,False,0.0,468.0,0.0,59.0,309.0,False,FYV
316ZNRBQ,Europa,True,B/263/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,NJV
31AWI024,Earth,False,G/505/S,PSO J318.5-22,60.0,False,0.0,31.0,6.0,223.0,356.0,False,AYD
3202HZLC,Earth,False,F/1297/P,TRAPPIST-1e,34.0,False,124.0,0.0,0.0,679.0,0.0,False,FXD
324GWEBK,Europa,False,E/541/S,TRAPPIST-1e,25.0,False,0.0,1003.0,1629.0,73.0,748.0,False,CFF
324OQ4DT,Mars,False,D/163/S,TRAPPIST-1e,33.0,False,748.0,130.0,1047.0,458.0,0.0,False,SFF
325XJ2HY,Mars,False,F/648/P,TRAPPIST-1e,47.0,False,1130.0,8.0,299.0,0.0,0.0,True,FSM
326KDUZA,Mars,True,F/1731/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,CRQ
32BK12CR,Earth,True,G/95/S,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,True,YFM
32JR7OCH,Earth,False,F/2/P,TRAPPIST-1e,28.0,False,8.0,974.0,12.0,2.0,7.0,True,HRZ
32LM2UVU,Europa,True,B/300/P,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,JER
340J0KDH,Mars,True,F/952/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,TNM
34115B6L,Mars,False,F/958/S,TRAPPIST-1e,24.0,False,1157.0,0.0,0.0,131.0,0.0,True,HUH
3436GLHL,Earth,False,F/552/P,55 Cancri e,13.0,False,0.0,0.0,0.0,4.0,811.0,True,WDC
343ENFZY,Europa,False,B/258/P,PSO J318.5-22,36.0,True,2.0,6504.0,0.0,98.0,4.0,True,JUI
346PGBYY,Earth,True,G/198/P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False,TGD
348ZT8RL,Earth,False,F/250/S,TRAPPIST-1e,22.0,False,0.0,0.0,675.0,5.0,0.0,True,NSR
34AKYJLL,Europa,False,C/68/P,55 Cancri e,26.0,False,281.0,741.0,13.0,0.0,4724.0,False,THJ
34E91LP0,Mars,True,F/1710/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,NWU
34JE1RJP,Europa,True,B/121/S,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,WXE
34LX9AEH,Earth,False,G/1261/P,TRAPPIST-1e,34.0,False,0.0,9.0,617.0,0.0,281.0,False,FMD
34P5HBBJ,Mars,True,F/1136/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,RGB
34VBXGFO,Earth,True,G/891/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,CDD
34ZHVVLY,Earth,False,F/1486/P,TRAPPIST-1e,18.0,False,0.0,0.0,773.0,0.0,4.0,False,HKC
355L37AV,Earth,True,G/1498/P,PSO J318.5-22,11.0,False,0.0,0.0,0.0,0.0,0.0,True,QEI
35D3G95N,Mars,True,F/975/P,TRAPPIST-1e,10.0,False,0.0,,0.0,0.0,0.0,True,GWU
35OCQ2IN,Mars,False,F/593/P,TRAPPIST-1e,42.0,False,44.0,0.0,3648.0,0.0,9.0,True,CRW
35S4DLN6,,False,E/39/S,TRAPPIST-1e,24.0,False,,4.0,0.0,670.0,113.0,False,JER
35WTCVTL,Europa,False,C/271/S,55 Cancri e,28.0,False,6.0,3392.0,3944.0,987.0,0.0,True,TYZ
35XESWF0,Earth,False,F/904/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,778.0,0.0,False,GRC
363TTD0N,Earth,False,E/264/P,TRAPPIST-1e,28.0,False,0.0,53.0,0.0,732.0,6.0,False,KHV
36CBV1L9,Earth,False,F/1301/P,TRAPPIST-1e,24.0,False,0.0,1049.0,1.0,0.0,0.0,False,RXS
36FA3GAI,Mars,False,E/204/S,TRAPPIST-1e,31.0,False,691.0,3.0,68.0,286.0,0.0,False,KVP
36PIU962,Europa,True,C/301/S,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,True,QDI
36QNDDSJ,Earth,True,F/1411/P,PSO J318.5-22,42.0,False,0.0,0.0,0.0,0.0,0.0,True,OWD
36QQYTZX,Earth,True,G/339/S,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False,PPW
36R2U7V5,Earth,False,G/189/S,TRAPPIST-1e,38.0,False,354.0,34.0,0.0,291.0,229.0,False,SIZ
377DNJGV,Earth,False,F/565/P,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,False,GNC
377HBCGQ,Mars,False,F/1116/P,TRAPPIST-1e,49.0,False,552.0,0.0,7.0,0.0,183.0,False,WJD
37IK8BN3,Earth,False,F/19/P,PSO J318.5-22,23.0,False,311.0,427.0,526.0,37.0,0.0,False,GZL
37Q5CCVM,Earth,True,G/622/S,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,TBX
37RFR9ZK,Earth,,F/1436/S,PSO J318.5-22,29.0,False,5.0,598.0,,0.0,0.0,False,NKA
37RG2Z1S,Earth,False,F/245/P,TRAPPIST-1e,27.0,False,0.0,0.0,863.0,33.0,2.0,True,CFV
37TX9UD0,Europa,True,C/21/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,WUT
37Z3J013,Europa,True,B/219/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,JPR
380XR7K1,Earth,False,G/1413/S,55 Cancri e,21.0,False,2.0,,0.0,634.0,0.0,False,EHP
38CIRAV9,Mars,False,D/163/P,TRAPPIST-1e,32.0,False,382.0,0.0,477.0,22.0,2.0,True,GMZ
38JML6QY,Earth,False,F/621/P,TRAPPIST-1e,56.0,False,0.0,54.0,0.0,724.0,0.0,False,JHA
38K0CQSB,Earth,False,G/357/S,TRAPPIST-1e,47.0,False,0.0,0.0,880.0,0.0,2.0,True,ZFE
38W5V9QQ,Earth,True,G/29/P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,QGW
3915VTXW,Europa,False,A/16/S,PSO J318.5-22,25.0,True,0.0,7069.0,0.0,45.0,282.0,True,EII
39AIQCOH,Europa,True,D/171/S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,JTF
39I0P6C9,Europa,False,E/94/S,55 Cancri e,37.0,False,0.0,439.0,0.0,3198.0,6.0,False,LRC
39MHD88S,Europa,False,C/82/P,TRAPPIST-1e,22.0,False,0.0,297.0,3.0,676.0,2924.0,False,QZQ
39QIINMG,Mars,False,F/1435/S,55 Cancri e,18.0,False,1092.0,0.0,208.0,150.0,0.0,False,ELI
39TUK0NE,Earth,False,G/776/P,TRAPPIST-1e,44.0,False,22.0,1.0,0.0,864.0,0.0,False,IXZ
3A26FOME,Earth,True,G/426/P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,VUC
3A2NUD9V,Mars,True,,TRAPPIST-1e,16.0,False,,0.0,0.0,0.0,0.0,True,XAL
3AMB553M,Europa,False,C/285/S,55 Cancri e,44.0,True,3010.0,26.0,0.0,62.0,904.0,False,FGK
3AR7F9PB,Earth,False,E/383/S,,19.0,False,2.0,3.0,450.0,204.0,0.0,True,IJE
3AT378QZ,Mars,True,F/1132/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,NID
3B4GEWVH,Europa,False,B/0/P,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,False,GXS
3B7EVCXT,Earth,True,G/852/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,FVA
3BB2RZN1,Mars,False,D/43/P,TRAPPIST-1e,26.0,False,1946.0,4.0,4.0,0.0,623.0,False,ULO
3BE68AZV,Earth,False,F/1410/P,PSO J318.5-22,23.0,False,8.0,173.0,0.0,1052.0,0.0,False,IWB
3BP2N0SM,Earth,False,G/920/P,55 Cancri e,28.0,False,0.0,0.0,0.0,711.0,0.0,False,GUK
3CH63EMF,,False,F/189/P,TRAPPIST-1e,74.0,False,853.0,0.0,543.0,31.0,0.0,True,YKS
3CJ7OKOO,Mars,True,F/1604/S,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,True,WLE
3CXY1U9T,Earth,True,G/1208/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,YBY
3D0GIU1F,Europa,True,B/65/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,AGP
3D2W9GNV,Earth,True,G/37/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,TIB
3D4DBY0N,Europa,False,C/304/S,TRAPPIST-1e,44.0,False,0.0,3771.0,0.0,521.0,4.0,True,PUY
3DIIQDXM,Europa,False,D/4/P,TRAPPIST-1e,33.0,False,1.0,2223.0,0.0,12.0,404.0,True,ANN
3DTFQ3GW,Earth,False,F/457/S,55 Cancri e,13.0,False,880.0,0.0,0.0,0.0,0.0,False,TIJ
3DUQLVP0,Earth,True,G/650/P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,False,JHY
3DXTY0H1,Earth,True,G/940/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,FLO
3E0T7WH8,Mars,True,F/1711/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,PXW
3E1CK1I3,Mars,False,F/15/P,TRAPPIST-1e,28.0,False,14.0,0.0,1295.0,0.0,0.0,True,NHB
3E1SWYBP,Mars,True,F/766/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,,0.0,True,AER
3E6L4C78,Earth,False,F/191/S,,36.0,False,1.0,1410.0,0.0,1.0,0.0,True,HUG
3EXFQSSG,Earth,False,F/615/P,PSO J318.5-22,23.0,False,5.0,308.0,363.0,7.0,0.0,True,OVD
3FE1J2CQ,Earth,True,G/64/S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,True,XFZ
3FE5DLO3,Earth,True,G/524/P,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,DKW
3FFYC48G,Earth,,E/11/S,TRAPPIST-1e,58.0,False,0.0,985.0,0.0,5.0,0.0,True,IDF
3FTDDG5A,Europa,True,B/24/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,KUL
3FWFZJ5N,Earth,False,G/954/S,TRAPPIST-1e,25.0,False,0.0,0.0,892.0,0.0,0.0,True,DXI
3FXEL1YD,Earth,False,E/113/P,TRAPPIST-1e,39.0,False,0.0,43.0,864.0,0.0,85.0,False,SGR
3G002FZI,Mars,False,F/1653/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,DBO
3GC7L0I2,Earth,True,G/1203/P,TRAPPIST-1e,17.0,False,0.0,0.0,,0.0,0.0,False,XXW
3GU5WLSJ,Europa,False,A/20/S,TRAPPIST-1e,57.0,False,0.0,62.0,0.0,2136.0,178.0,False,BVV
3H9NYC35,Earth,False,E/382/S,TRAPPIST-1e,32.0,False,0.0,0.0,39.0,0.0,749.0,False,RWK
3H9T7ADJ,Mars,True,F/1091/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,,0.0,True,JTQ
3HAXGNTY,Earth,False,G/893/S,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,RKB
3HDP5DFA,Earth,False,F/1503/S,TRAPPIST-1e,34.0,,0.0,0.0,0.0,156.0,620.0,False,FVO
3HNIV48J,Mars,True,F/654/P,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,BCK
3HOUDHIT,,False,,55 Cancri e,21.0,False,1720.0,2337.0,0.0,1.0,335.0,False,LNY
3HSMM4OD,Mars,False,F/925/S,TRAPPIST-1e,32.0,False,654.0,0.0,655.0,0.0,0.0,True,ADZ
3HT9QNIZ,Mars,True,F/672/P,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,True,ZVQ
3HUF6FLI,Mars,False,F/218/S,TRAPPIST-1e,41.0,False,29.0,0.0,1095.0,0.0,4.0,False,NES
3HVUTFFE,Earth,False,G/689/S,TRAPPIST-1e,19.0,False,1620.0,0.0,4.0,0.0,82.0,False,YNQ
3I1XC8MC,Mars,False,E/465/S,,29.0,False,456.0,230.0,363.0,0.0,0.0,False,OPY
3IM0L4NW,Mars,True,F/331/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,VNA
